City,Nom,Adresse,Contact,phone,WhatsApp,phone2,Email,Coordinates,Lundi,,Mardi,,Mercredi,,Jeudi,,Vendredi ,,Samedi,,Dimanche,
Rabat,Extra Change,"Magasin N°3, RDC, Imm 26 Porte b Place Abou Baker Sadikk Agdal, Rabat",,06 10 53 73 39,06 62 78 44 83,05 37 77 86 72,extrachange2014@gmail.com,"34.0004107,-6.8497983",09:00-20:00 ,,09:00-20:00 ,,09:00-20:00 ,,09:00-20:00 ,,09:00-20:00 ,,09:00-20:00,,10:00-20:00,
Rabat,Welcome Exchange,"Rue Toudgha, Centre commerciale Kays magasin 68, Rabat",,06 67 04 26 83,06 67 04 26 83,05 37 77 57 67,welcomexchange@gmail.com,"33.9992408,-6.8474138",08:00-19:00,,08:00-19:00,,08:00-19:00,,08:00-19:00,,08:00-19:00,,08:00-19:00,,Fermé,
Rabat,Riad Change,"70, Rue Oued Moulouya, Rabat",,06 48 48 44 75,06 73 49 20 73,05 37 68 25 84,,"33.9971591,-6.847815",09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,09:00-20:00,,Fermé,
Rabat,We Exchange,"Centre commerciale Arribat Center, Rabat",,06 22 63 82 77,06 22 63 82 77,05 37 68 03 79,,"34.0041315,-6.8463915",10:00-21:00 ,,10:00-21:00 ,,10:00-21:00 ,,10:00-21:00 ,,10:00-21:00 ,,10:00-21:00 ,,10:00-21:00 ,
Rabat,Univers Exchange,"Avenue Moulay Hassan, Rabat",,06 51 16 97 13,06 51 16 97 13,,,"34.0156211,-6.8318447",09:00-18:00 ,,09:00-18:00 ,,09:00-18:00 ,,09:00-18:00 ,,09:00-18:00 ,,11:00-16:30,,Fermé,
Rabat,Riad Exchange Oqba,"Avenue Oqba, Imm 79, magasin 1, Agdal, Rabat",,06 48 68 44 75,06 61 29 91 64,05 37 68 25 84,,"34.0037023,-6.8497101",08:30-20:00 ,,08:30-20:00 ,,08:30-20:00 ,,08:30-20:00 ,,08:30-20:00 ,,08:30-20:00,,09:00-19:30,
Rabat,Euromed,Group 80 N* 13 Bouitate CYM - Rabat,,06 61 59 17 92,06 61 10 15 17,05 37 28 06 00,euromed128@gmail.com,"33.9879559,-6.8780102",09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,
Rabat,Nasmaih Change,N10 RDC complexe Al Manal CYM - Rabat ,,06 61 81 61 59,06 61 81 61 59,05 37 28 10 10,nasmaih@gmail.com,"33.9767774,-6.8882649",10:15–13:15,16:15-19:30,10:15–13:15,16:15-19:30,10:15–13:15,16:15-19:30,10:15–13:15,16:15-19:30,10:15–13:15,16:15-19:30,10:15–13:15,16:15-19:30,Fermé,
Rabat,Al Masraf Change,"825 Av. Al Menzeh, Rabat 10150",,06 62 44 00 90,06 62 44 00 90,05 37 29 29 30 ,almasraf78@gmail.com,"33.9771751,-6.890249",09:30-19:30,,09:30-19:30,,09:30-19:30,,09:30-19:30,,09:30–13:00,15:00-19:30,09:30-19:30,,Fermé,
Rabat,Euromed change 2,11 résidence assabah 566 Demnat CYM - Rabat ,,06 61 59 17 92,06 61 08 14 08,05 37 29 29 59,euromed128@gmail.com,"33.9934921,-6.881267",10:00-22:00,,10:00-22:00,,10:00-22:00,,10:00-22:00,,10:00-22:00,,10:00-22:00,,10:00-22:00,
Rabat,Agdal Change,"2 Bis, Rue Oued Daraa, Rabat 10000",,06 54 38 89 83,06 61 25 06 75,,agdalchange@gmail.com,"34.0030696,-6.846747",08:30-20:00 ,,08:30-20:00 ,,08:30-20:00 ,,08:30-20:00 ,,08:30-20:00 ,,10:30-19:00,,Fermé,
Rabat,M.H Change,"Avenue de France (Dans le hall commercial), Rabat",,06 62 28 09 77,06 62 28 09 77,05 37 68 66 67,,"33.9975006,-6.8491913",09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-15:00 ,,Fermé,
Rabat,Cash Devise,"109, Avenue Fal Ould Oumeir-Agdal(entrer dans Galerie Jolie coin magasin 34)- Rabat ",,06 61 24 21 59,06 61 24 21 59,05 37 67 38 28,bengassemy@gmail.com,"33.9946096,-6.8494663",09:00-18:30 ,,09:00-18:30 ,,09:00-18:30 ,,09:00-18:30 ,,09:30–12:30,15:00-19:00,09:00-12:00 ,,Fermé,
Rabat,Exchange Point,"429, avenue Hassan 2 Magasin 3 - Rabat",,06 61 09 30 62,06 61 09 30 62,05 37 73 61 28,said-designdiva@hotmail.com,"34.012248,-6.8501052",09:00–13:00,14:00-18:00,09:00–13:00,14:00-18:00,09:00–13:00,14:00-18:00,09:00–13:00,14:00-18:00,09:00–13:00,14:00-18:00,09:00–13:00,14:00-18:00,Fermé,
Rabat,Ocean Change,"93, avenue Al mokaouama, océan- Rabat",,06 62 84 66 27 ,06 62 84 66 27 ,05 37 26 46 95,oc.changes@gmail.com,"34.0182889,-6.8532536",09:00–15:30,15:03-19:30,09:00–15:30,15:03-19:30,09:00–15:30,15:03-19:30,09:00–15:30,15:03-19:30,09:00–15:30,15:03-19:30,09:00–15:30,15:03-19:30,Fermé,
Tanger,Tanger Med Change,"46 Av. Anfa, Tanger 90060",,06 77 32 15 63,06 77 32 15 63,05 39 94 83 56,changetangermed2009@gmail.com,"35.7702982,-5.823858",10:00-18:30,,10:00-18:30,,10:00-18:30,,10:00-18:30,,10:00-18:30,,10:00-18:30,,Fermé,
Tanger,Panorama Change,"N°2, MAG B Rue Abderrahman Ben Aouf, Tanger 90000",,,,05 39 32 01 69,^anoramachange2@gmail.com,"35.770556,-5.8142456",10:00-18:30,,10:00-18:30,,10:00-18:30,,10:00-18:30,,10:00-18:30,,10:00-18:30,,Fermé,
Tanger,Mataro Change,"26.⁠ ⁠Bureau de change Mataro, Tanger",,06 61 85 86 99,06 61 85 86 99,,,"35.7666224,-5.8089389",10:00-18:30,,10:00-18:30,,10:00-18:30,,10:00-18:30,,10:00-18:30,,10:00-18:30,,Fermé,
Tanger,Center Exchange,"Magasin 5, Résidence Borj Rayhane II, 1 Rue Nicot",,06 58 20 38 77,06 58 20 38 77,,center.exchange008@gmail.com,"35.7730744,-5.7917708",10:00-21:00,,10:00-21:00,,10:00-21:00,,10:00-21:00,,10:00-21:00,,10:30-22:00,,Fermé,
Tanger,Drissia Change,"Poste Drissia, Lot. Sabrine, N° 43 Av. Tarik Bnou Ziad, Tanger 90070",,,,08 08 50 82 62,,"35.7539492,-5.8004564",09:00-22:00 ,,09:00-22:00 ,,09:00-22:00 ,,09:00-22:00 ,,09:00–13:00,14:30-22:00,09:00–15:00,16:30-22:00,10:00-22:00,
Tanger,AARAB Change,"av tarik bnou ziad، rue c n4idrissia, Tangier 90001",,06 36 28 58 11,06 22 24 07 63,06 61 71 74 31,,"35.7645712,-5.8045775",09:30-21:30 ,,09:30-21:30 ,,09:30-21:30 ,,09:30-21:30 ,,09:30-21:30 ,,09:30-21:30 ,,10:00-21:30 ,
Tanger,Center Exchange,"1 Rue Nicot, Tanger 90000",,,06 58 20 38 77,,,"35.7727553,-5.7918673",10:00-21:00,,10:00-21:00,,10:00-21:00,,10:00-21:00,,10:00-21:00,,10:30-22:00,,Fermé,
Casablanca,Sidi Maarouf Change,"N 2، RESIDENCE ENNAIM، ROUTE 1029 Av. Abou Bakr el Kadiri, Casablanca 20190",,,,05 22 58 46 66,,"33.529076,-7.6491396",09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-13:00,15:00-19:00,09:00-19:00 ,,Fermé,
Casablanca,Change Al Mostakbal ,"Avenue abou bakr al kadiri, P3007, complexe résidentiel al moustakbal imm 3 gh 7 n 07, Sidi Maarouf, Casablanca 20520",,,,05 22 32 13 52,,"33.5256783,-7.6504469",09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,Fermé,
Casablanca,Casanearshore change,442 lotissement communal bd Abdel Malek Essadi,,06 17 16 70 05,06 17 16 70 05,05 22 06 15 13,Casanearshorechange.1990@gmail.com,"33.5231908,-7.6447564",08:30-20:00,,08:30-20:00,,08:30-20:00,,08:30-20:00,,08:30-20:00,,08:30-20:00,,Fermé,
Casablanca,Exchange Beauséjour ,"67, Bd Omar Al Khiam Res LongChamps Imm D Mag3 RDC, Casablanca",,07 78 47 28 14,07 78 47 28 14,05 22 25 69 47,,"33.5671219,-7.6456756",09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-18:00,,Fermé,
Casablanca,Mahy Change,"71 Bd d'Anfa, Casablanca 20250",,06 61 93 77 74,06 61 93 77 74,05 20 19 19 17,hyamchange@gmail.com,"33.5930254,-7.6312332",09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,Fermé,
Casablanca,Al Jazeera change,"246 Bd Mohammed Zerktouni, Casablanca 20000",,,06 87 11 20 79,05 22 29 48 57,jazeera@protomail.com,"33.5899007,-7.6345967",09:00-21:00,,09:00-21:00,,09:00-21:00,,09:00-21:00,,09:00-21:00,,09:00-21:00,,Fermé,
Casablanca,Labrija Change,"325 ang rue ali ibn abdrazzak et, Boulevard Bir Anzarane, Casablanca 20100",,,,05 22 98 76 82,,"33.5899007,-7.6345967",09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,Fermé,
Casablanca,Toto Rayan, angle bd Brahim Roudani rue Montaigne n°9,,06 65 96 59 56,06 05 75 57 91,,,"33.5798269,-7.6402089",09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,Fermé,
Casablanca,Universal Exchange ,"Rés. Windsor, Angle Bd Brahim Roudani et, Rue Montaigne, Casablanca 20370",,06 66 03 35 32,06 66 03 35 32,05 22 98 89 91,uexchangepoint@gmail.com,"33.5776342,-7.6371085",09:00-21:00,,09:00-21:00,,09:00-21:00,,09:00-21:00,,09:00-21:00,,09:00-21:00,,Fermé,
Casablanca,Valfleuri Change,"11 Rue Le Titien, Casablanca 20390",,,,05 22 98 73 28,,"33.575695,-7.6370325",09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,Fermé,
Casablanca,Ouazzani Change,"Angle Rue El Ghoul Fechtali et, Rue des Racines, Casablanca 20200",,06 82 40 52 04,06 82 40 52 04,05 20 11 56 38,,"33.5743352,-7.6379579",09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,Fermé,
Casablanca,Los Amigos Change,"2 rue Abdeslam Amir, Casablanca",,06 59 48 07 77,06 59 48 07 77,05 20 26 26 27,,"33.5675241,-7.6405018",09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,09:00:20:00 ,,Fermé,
Casablanca,Beausejour Exchange," 67 bd Omar Al Khayam, Casablanca",,07 78 47 28 14,07 78 47 28 14,05 22 25 69 47,beausejour.change@gmail.com,"33.5671219,-7.6456756",09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,Fermé,
Ouarzazate,Tarmigt Exchange,"N9, Tarmigt 45000",,06 60 00 64 85,06 60 00 64 85,,,"30.9024895,-6.911701",09:00–14:00,15:30-20:00,09:00–14:00,15:30-20:00,09:00–14:00,15:30-20:00,09:00–14:00,15:30-20:00,09:00–14:00,15:30-20:00,09:00–14:00,15:30-20:00,09:00–14:00,15:30-20:00
témara,Al Arabia Change,"3 . Avenue Oulad M ' taa . hay loudaya Riad, Témara 12000",,06 62 88 51 92,06 62 88 51 92,05 37 61 43 00,alaarabiabureauchange@gmail.com,"33.9399472,-6.9003863",09:00–13:00,15:00-18:30,09:00–13:00,15:00-18:30,09:00–13:00,15:00-18:30,09:00–13:00,15:00-18:30,09:00–13:00,15:00-18:30,09:00-13:30 ,,Fermé,
témara,MKD Change,"8, Lot ouarda Bd Sahl Rhone , Témara ",,06 61 52 70 65,06 61 52 70 65,05 37 56 01 76,,"33.9366372,-6.8932942",09:00–14:30,16:00-18:30,09:00–14:30,16:00-18:30,09:00–14:30,16:00-18:30,09:00–14:30,16:00-18:30,09:00–14:30,16:00-18:30,09:00-14:00 ,,Fermé,
