Ville,Bureau de change,Adresse,Code postal,Téléphone,Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche,Lien,Site Web/Email,Longitude,Latitude,Image 1,Image 2,Image 3
Berkane,Haddoudi Cash,N2,60300,05 36 23 07 00,09:00–20:30,09:00–20:30,09:00–20:30,09:00–20:30,09:00–20:30,09:00–20:30,09:00–20:30,https://g.co/kgs/xgGjX8s,,34.9278206,-2.4124828,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noYWIlrcsyfYSUPahwTj797qCoZhPe9obwp1JbaI1Oa8-_a4f82FoTutICSRBLpCF5I_RA_3dPgSZisXdttUqH3Jvm2khGMBUi6l3zXmLgQvQqBARGK4MRFLwQjHg9LtkumQXlN=s2912-w2912-h1640-rw,,
Berkane,AYADI CHANGE,N° 51 ANGLE RUE MANSOUR DAHBI ET RUE DE FES HAY EL HASSANI,,,,,,,,,,,,,,,,
Berkane,BERKANE CHANGE,89 BD MOHAMED V,,05 36 61 13 63,,,,,,,,,,,,,,
Berkane,MADRANE CASH,108 BD MED V HAY EL HASSANI,,,,,,,,,,,,,,,,
Berkane,AYADA CHANGE,75 RUE DE ZEGZEL HAY EL HASSANI,,05 36 61 80 34,,,,,,,,,,,,,,
Berkane,RAGADA CHANGE,N° 70 RUE BERKKAY LAHBIL HAY HASSANI,,05 36 61 06 37,,,,,,,,,,,,,,
Berkane,CHANGE EL YAHYAOUI,114 BD MOHAMED V HAY EL HASSANI,,,,,,,,,,,,,,,,
Berkane,CHANGE SOUK EL MASSIRA,SOUK AL MASSIRA,,,,,,,,,,,,,,,,
Berkane,CHANGE YOUSFI,23 RUE EL MOUAHIDINE HAY BOUKRAA,,05 36 61 32 55,,,,,,,,,,,,,,
Berkane,RACHDI CHANGE,431 BOULEVARD HASSAN II HAY BOUKRAA,,,,,,,,,,,,,,,,
Berkane,BEN TALEB CHANGE,92 BD IBN SINA HAY BOUKRAA,,,,,,,,,,,,,,,,
Berkane,CHANGE BENI SNASSENE,112 BD MOHAMED V HAY EL HASSANI,,05 36 61 91 68,,,,,,,,,,,,,,
Berkane,AHFIR CHANGE,33RUE GHAZOUAT AHFIR,,,,,,,,,,,,,,,,
Berkane,LAYMOUNE CHANGE,LOT LAYMOUNE N° 94 AKLIM CENTRE,,,,,,,,,,,,,,,,
Berkane,ISMAILI CHANGE,N° 1 Rue de Koutoubia,63300,05 36 61 58 63,08:00–21:00,08:00–21:00,08:00–21:00,08:00–21:00,08:00–21:00,08:00–21:00,08:00–13:00,https://g.co/kgs/DNHpCsK,,34.9208269,-2.4076776,https://lh3.googleusercontent.com/p/AF1QipMP416hucl8WuIbT8RFhSLvQvedae4NIMIGJ8YF=s2912-w2912-h1640-rw,,
Berrechid,BUREAU DE CHANGE,"7CF7+F3Q, Rte de Khouribga",,05 22 32 45 32,,,,,,,,https://g.co/kgs/wwgKnoG,,33.2736775,-7.6696739,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nocsHTvHnZsI3pV3PVPbCtwMvUXamCcLPBgkaANyO1HCJJMpPy9G18f0L4waB6kDZbEbOuBPx8UwYT66oJU7nqb8nq0mvsUsfqle-LiQEFHNV64VYoBCfmKihendb0dPbLBAFBO6w=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nokse3WURdM6LdLbOU88Gg84QDBvggA2N1_FZPeteqB_2k6naDWoVLQEvb6A0KGLc9Onxa2LKtPQDGOVFr0_Z8YVGsEKdTrj9IDEKYvyGeHm6KOfZrU5jZ5IMybYGtbOEdjCNOJ=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noh8uhYzjg1UI4GqE2ns2JXkaLejCZaYkz-9oyTlidj2QNKwvI7FwigDo4MmNWKlnud0UVi0WRqNMTz8Q14HSexlrczE5PGZeK0JMn85_icx8ULllF9zFZWykEx2G86WfI22hWE=s2912-w2912-h1640-rw
Berrechid,CHANGE HASSAN,96 BD MOHAMED V,,,,,,,,,,,,,,,,
Berrechid,STE JALIAYA CHANGE,91 BD MED V HAY KADIRI ROUTE BOUSKOURA,,,,,,,,,,,,,,,,
Berrechid,CHANGE NASSIME,119 bd brahim roudani,26100,05 22 32 69 80,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–17:00,Fermé,https://g.co/kgs/JsCEZB7,,33.2641499,-7.6587106,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noTRdmaxyFzgT-GIVyDjbu5uMHZ69BoNMW_ateqs-5a-S5mOzkGAcJI19xdtqbCUWB08exgjn-IWQksOpLBkrEIQz_DJDpiyl7ElbM1BAIaYOYbFq8TbbGNj_6T36LpFjbWOELGSA=s2912-w2912-h1640-rw,,
Bouznika​,Roses Exchange,N°1 Riad 1066 Achrakat,,07 12 23 46 47,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,"09:00–13:15
14:50–20:00",09:30–18:00,Fermé,https://g.co/kgs/yY8R2yB,,33.7803827,-7.2405127,https://lh3.googleusercontent.com/p/AF1QipPORuyH3oMy216tzyqjzyRaKnfrSx-GNGLZwgBu=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noCQJKDyQJedyEPa_ESt3z6Mlk3poxX98uL_rvyMUo2sfoxbaqHVOsI0ZhxdazK3BkgEbOQez9wi_SP13dMQg9S59B6k2Z7xRaqQoJ2R2PYoxPDqOufBhLeAK3vo4KSZ2UoDfsBDg=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipNRSO_68ROkqDwyxJdMT4qdFMVQbYULj3A6Bhbh=s2912-w2912-h1640-rw
Casablanca,Comptoir du Cash,108 Bd Ghandi,,05 22 36 05 74,09:00–19:30,09:00–19:30,09:00–19:30,09:00–19:30,09:00–19:30,09:00–13:00,Fermé,https://g.co/kgs/zgphmwe,comptoirducash.ma,33.5744986,-7.7334188,https://lh3.googleusercontent.com/p/AF1QipO_Q2PVVS0V4MeycsqZEBavg_fl7ZFxnJ_WtbaR=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipP2r6vsEpyqjWX3OdoEF2iNHCFCmR7ao2g4lx0A=s2912-w2912-h1640-rw,
Casablanca,Zahar exchange,Hay el masjid bv b n 295 bis,20240,06 94 34 28 22,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,10:00–17:00,https://g.co/kgs/CVaZ8Nc,zaharexchange.ma,33.5618015,-7.6874828,https://lh3.googleusercontent.com/p/AF1QipNM4WEwbVY6O6stI1ZVgWat0tNI3ocutVVDJklS=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipOiUPLJwSWvo7Ue6lHz16RMYq-SnfPpM0uNU8uK=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipMDp24KEgbDejMC76RZ8zo-ErLflttDD3XWTKFA=s2912-w2912-h1640-rw
Casablanca,Al Jazeera Change,246 Bd Mohammed Zerktouni,20000,05 22 29 48 57,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,Fermé,https://g.co/kgs/RpED6kA,,33.5898734,-7.7169979,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrcDAncxcRqGcXfICwPPUffKS40emwXlg6upZt72ab17ADnfc-srqI8C1RX87Q8ySieXmrx2vN26KXU4hKMXCRnHzkwcrARRL8meEKEbI6MZKcqTEh_elAOsLb1KkWVxRN2gKxkHhdaSfmc=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqYlbrZAR4VBVc53cgfrMQXWADFoFXymTG1ykWtD8pWdQ1JqnUlXVDMVPXrJvTjYDyGpleVcxTlqJuc_FlKDgwLJweuLdcQl6k2Zf5BBz2-QCylnkYnRksKgySVudootVkY0mY=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrV8DEcSW-urKsQH_MJspT2lELoyL7sTUev7LcA2Zin0F6KDzxybBmr9N2tDwy_W683UmzRRsvuAgT5aaI1YnOwXFJujGHHBHuL3GT_m_JeCd2qH5Gwr7AQ2vpWZ4Ac5oGjvhLi=s2912-w2912-h1640-rw
Casablanca,Change Los Amigos,86 Bd Moulay Idriss I,20250,05 22 86 25 86,08:30–21:01,08:30–21:01,08:30–21:01,08:30–21:01,08:30–21:01,09:00–17:00,10:00–18:00,https://g.co/kgs/WhD2MHo,,33.5722147,-7.7001225,https://lh3.googleusercontent.com/p/AF1QipOJSl4Vi_gerl4HPYGTpQQdLxiY2ZDXS8fu1CUH=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipMvF8f739Mc749ZEPXzbCDUVJGTbxXWG3h4lw5S=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipNL88_4RH-Vq78Hb_C9LWve46VTEwkG6R4NLInM=s2912-w2912-h1640-rw
Casablanca,CHANGE 2MARS,magasin 2، Quartier des Hôpitaux، 130 Av. 2 Mars,20250,05 22 86 34 80,09:00–22:30,09:00–22:00,09:00–23:00,09:00–22:30,09:00–22:30,09:00–22:30,09:00–21:00,https://g.co/kgs/XGc5RqQ,www.bureaudechangecasa.com,33.5713672,-7.6959653,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npUT68j5y4Cbev6D61pU3i2nMwEWabmExqRUDaKB_hq4K4ShluHZYnu0iV2WgJhOMkfVr_77WdJ1WpbD0uVU4QY7XYXn80SRZdxl86eNyGClGvEM4AMxksenYC4LF5hzJ986HMB=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipOKM_thuq79t77P4B8mT7r_c-aU5OU4m0jVWmr8=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipN5YIZw845NhcPQES_ich3moxIIzW6hauKNJeE0=s2912-w2912-h1640-rw
Casablanca,Universal Exchange,"Rés. Windsor, Angle Bd Brahim Roudani et, Rue Montaigne",20370,05 22 98 98 91,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,10:00–17:30,10:00–17:30,https://g.co/kgs/Q2nDSDh,,33.5776069,-7.7195097,https://lh3.googleusercontent.com/p/AF1QipPxBNQk2iv70FRMiQ3Ll8-TyWQi5qxWoQl8LuhV=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipOHClgqcLfLjjEAVk2y3SIoQWycmwhb8noXBVdy=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nocLPw-GTSgeY6adN4s8Mk2DK0DX8yM3fuweDxYc7xO-9Eyy3kLkm5vUorVQORyjo0RTZ-buSyyO1pI-fu0JpWejTOZQ7lgWv_v1R-ggDyQMt6lrFeUHuf3NJm5W-jGs0GI6qQ=s2912-w2912-h1640-rw
Casablanca,CASAVOYAGEUR CHANGE,"n, 670 Boulevard Mohamed V",20300,06 15 42 84 53,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,10:30–16:00,https://g.co/kgs/6W4yZv9,,33.5909545,-7.676026,https://lh3.googleusercontent.com/p/AF1QipNhkW9r-9hhe7txxadguA7XKFZ9B2luDqrZ-6ga=s2912-w2912-h1640-rw,,
Casablanca,Change Taddart Californie,"5,Bd El Hachimi El Filali (ex, Rte de Taddart",20250,05 22 83 76 04,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,Fermé,https://g.co/kgs/Gu7Z52o,www.bureaudechangecasa.com,33.5568737,-7.7069156,https://lh3.googleusercontent.com/p/AF1QipNtXOIuA3XYz8VrmPTIDF4wUPqA5XQZEn25fxcF=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipPkDOZkfe-oEPVya1BMHgEKzehrlENzu_gYwNk3=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipMMIYIYVp46f3uPT8u3aGDZ8HCyorCbfugmarl7=s2912-w2912-h1640-rw
Casablanca,Valfleuri Change,11 Rue Le Titien,20390,05 22 98 73 28,09:00–19:00,09:00–19:00,09:00–19:00,09:00–19:00,09:00–19:00,09:00–19:00,Fermé,https://g.co/kgs/1uGdCRv,,33.5756677,-7.7194337,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqYvWy2OWmkGoyY9ucXqkzFit0WM65Fcob17TpgwpY0KwTzDrRLUigVOwrPgsYG_5-Bv_WUfvYD_NBpkwXK72HtZcWNI0GsBdesnZI6aGnsYJAKMlrGNxuXjTy_LEMx2Ayl0ucI=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npjHuShPB3x38HpY_xkrmGzBJSIpHm94qPg832zAL8KhLSU4rc9bmPDb3fBzGyA81tBHUazAw8fX62bMNA5pouXKfp_cErifZZ3eZXZWNBGjnmg4G2Tr0M5UP9VZ-cv7MX1sm8t=s2912-w2912-h1640-rw,
Casablanca,change korea,"3, 242 rue 15 etg mg, Pl. de Sidi Maârouf",20520,05 22 82 02 14,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,10:00–18:00,https://g.co/kgs/fAEeyiB,,33.5620899,-7.6855787,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrtDtM4nSBgxSSTHlUTii2Pr7SyyHbnNGj4V5ppWjJ16ajBFlHKyPq9lY5kxfVKeQR4knfTkk04wsFNN9is1uiNaasjb1Ry4WACSoTDvXO-6-8IPZ9q8o021PSDXPHLAWth5jrIQw=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipNovoKAodnemlLDisK8aVDDCkl1uKw-nRFmH2IG=s2912-w2912-h1640-rw,
Casablanca,Abou Yassir Change,"A COTE DE LA MOSQUEE, Boulevard Mohamed V",20250,06 42 47 47 38,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–18:00,Fermé,https://g.co/kgs/Kkjho76,,33.5927548,-7.6803132,https://lh3.googleusercontent.com/p/AF1QipNyPWT9o61bObtt43bExCU76c7WEPcFi6UFDRX_=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipO3VcZyGmRYqI2YJFflm70kgZM0NEVn77SoN6H2=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipPXH-qObeaKepLCZz89SGSJDTHQKjx7qx1Ye9ID=s2912-w2912-h1640-rw
Casablanca,Al Baraka X Change,Rue Mohamed El Radi Slaoui,20250,05 22 24 37 18,08:30–18:30,08:30–18:30,08:30–18:30,08:30–18:30,08:30–18:30,09:00–13:30,Fermé,https://g.co/kgs/9YMxoQK,www.albarakaxchange.com,33.5923346,-7.6765912,https://lh3.googleusercontent.com/p/AF1QipOjwKDh6hEszPriwMlE_riBjX97rHHB7x9h33uJ=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipPXH9Fh10I2YNhlntE3U9gNFxPPj0rXGpIyqEI1=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no7e4YdykJnh51R30qxYPtHUn4vvgU4YCaRbVF5m_-RShna8Fk7A-c9plfPJABnUWnlwNRNqIZA599nFS1sEJ-gjPYYhH6h4VOpcD3C90YwY8S_RKVI1Dvn3opXnfudl2jX_Ar8-Q=s2912-w2912-h1640-rw
Casablanca,AF EXCHANGE,Av. Ed Daouha,,06 61 65 22 86,09:00–22:00,09:00–22:00,09:00–22:00,09:00–22:00,09:00–22:00,09:00–22:00,11:00–16:00,https://g.co/kgs/vQzGEZn,,33.5274089,-7.6978872,,,
Casablanca,Germania Change,"43, Bld Taza, Rue 300 Hay Moulay Abdellah",20150,05 22 87 36 03,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–19:00,Fermé,https://g.co/kgs/RChsztW,www.germaniachange.ma,33.5435567,-7.6772291,https://lh3.googleusercontent.com/p/AF1QipMRxeKxXfL67vk-a6YktQiVQwUXH7Vsw79NLCTm=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipNiRrCFGU71s19qt2lZx0jJXXwLLc8vCEvyfQpd=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipMXSNey_DMsmqDIcNM2LmEFJxvlybUI6lWPA49c=s2912-w2912-h1640-rw
Casablanca,CITY CHANGE,34 Av. des FAR,20250,05 22 20 35 64,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,Fermé,10:00–20:00,10:00–20:00,https://g.co/kgs/Hys1wZZ,,33.5967337,-7.7026344,https://lh3.googleusercontent.com/p/AF1QipMmbdsAIw3xJnJYXfES9h-A0IYSxi3KifbtQI5B=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipO5jTH5axFvznHlLTcv_GUpM76fVPugp8Hn_AjZ=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipMcF0mj4jV1pB39VKq63Dh1na4mjHbDJDm6C4BF=s2912-w2912-h1640-rw
Casablanca,Bureau de Change Rond-point des Sports,16 AVENUE PHARE QUARTIER,20000,05 22 20 93 66,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–17:00,Fermé,https://g.co/kgs/6AsnXAa,,33.6286678,-7.7218313,,,
Casablanca,MARINA CHANGE,492 Bd Mohamed Zerktouni,20250,05 22 22 03 40,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,Fermé,https://g.co/kgs/7isNU32,,33.6027371,-7.7218007,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noL8A2ABYhJkosMAyMFfk18JsvLerlYq8ozrBMXOXvBlmhHX7ml-99oBjxYL7pqU9Aych_qC70XZ-7hoxq7BqChx19T-kvthyEhRySry6m2AIBEjufZU7F5shqt4_VDIg7oaGM19A=s2912-w2912-h1640-rw,,
Casablanca,Change al kimma,100 Av. 2 Mars,20250,05 22 86 37 83,08:30–21:00,08:30–21:00,08:30–21:00,08:30–21:00,08:30–21:00,08:30–21:00,10:00–19:00,https://g.co/kgs/6jky7oJ,,33.5756455,-7.6980084,https://lh3.googleusercontent.com/p/AF1QipPhK5dkzw6q7aaQ6CYZ_nooLDUPHNqKmLMkJepQ=s2912-w2912-h1640-rw,,
Casablanca,Bureau de Change,H93W+9FH,,05 22 50 49 48,09:00–19:40,09:00–19:40,09:00–19:40,09:00–19:40,09:00–19:40,09:00–18:45,Fermé,https://g.co/kgs/TgoaAit,,33.553399,-7.6861653,https://lh3.googleusercontent.com/p/AF1QipPhK5dkzw6q7aaQ6CYZ_nooLDUPHNqKmLMkJepQ=s2912-w2912-h1640-rw,,
Casablanca,Al Baraka X Change,"Bd Moulay Idriss I, Casablanca 20250",20250,05 22 85 56 61,08:30–18:00,08:30–18:00,08:30–18:00,08:30–18:00,08:30–18:00,08:30–13:30,Fermé,https://g.co/kgs/E4mu3bY,www.albarakaxchange.com,33.5731638,-7.6945034,https://lh3.googleusercontent.com/p/AF1QipNmQ-i3GX7-JWf3dAsMA8XqdvzvV9x0os1xTaXv=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipPbsXmhQPRDT-nCTw63YpFHSlX3nxiNA-YXREQF=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipPER_pkjP1gg0Nlw9UPwzkyRisG0t9c-BpG_jG1=s2912-w2912-h1640-rw
Casablanca,Al Baraka X Change,"ishaac,la villette, 35 Rue Zineb Ishak",20300,05 22 62 29 29,08:30–18:00,08:30–18:00,08:30–18:00,08:30–18:00,08:30–18:00,08:30–13:30,Fermé,https://g.co/kgs/pEjPcni,www.albarakaxchange.com,33.5860996,-7.6613113,https://lh3.googleusercontent.com/p/AF1QipOsTnDXObLxsgJPeSZkhaIbO9jk6eQDagaEmy4X=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipOMrvv_pg21te5nFE-JQFUYzT0zvknNT63N04am=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipM5864Xsy7qUYlxMYeneNhsP6VeLvnDk7-_Obzf=s2912-w2912-h1640-rw
Casablanca,Change Abdelmoumen,334 Bd Abdelmoumen,20390,05 20 04 80 36,08:30–20:30,Fermé,08:30–20:30,08:30–20:30,08:30–20:30,09:00–18:00,09:00–16:00,https://g.co/kgs/FWbswzb,,33.5671481,-7.7089579,https://lh3.googleusercontent.com/p/AF1QipMhOCHs4q90IwDubK0524eI0gFJg0zPjyGx8t-b=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipNmntvFE0L-V4XKobfPVysewJ0BRIYpcM7mbo4h=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipO8CkfcbNUIAA6BzxLeFgcLOn8yeJx2y6gNGk7Y=s2912-w2912-h1640-rw
Casablanca,SARAF AL Inara,Bd El Qods,,05 22 21 93 18,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,10:00–19:00,https://g.co/kgs/aoX8Umv,sarfbaida.com,33.5413022,-7.676514,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npVbJQDRfm1tMufF_ZMkjM1ldQ0dOLIMSr7giW7Tq0ZqwHvWLTTbkhYd3V7JSIgaJJf5JummSutxSJtzz2AtguLwwCoIs64RjQ4dFO3brSQuBR2urDEJF2DLou7vuQrGzoDr_0_lD9zCfjM=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrnZ-QXhyuLng-FMZjfizRN3UJKTA6qfg9XVbjRADwaGrYLtgp3KlA4SS670W6vfqIDo5q04H2ryFg7c-X6kjQbzVCUf97JHn8sKd2kHv1T3j5_eeWvpIOCVkuk4H_7o92ctlmWE2ubkhOK=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipM_FQLXAbaFBvZzDdVYGMO2FqdDuMDs6EPmf0YY=s2912-w2912-h1640-rw
Casablanca,Qualité De Change sarl . Agence HANSALI,5 Bd Félix Houpouet Boigny -Ex HANSALI,20000,05 22 22 37 51,09:30–20:30,09:30–20:30,09:30–20:30,09:30–20:30,09:30–20:30,10:00–20:30,10:00–18:30,https://g.co/kgs/waq2X81,,33.5972393,-7.6990848,https://lh3.googleusercontent.com/p/AF1QipNvGz2SB8LLXmURTl1xSi90NoMiXdyQClgJQj80=s2912-w2912-h1640-rw,,
Casablanca,Change Boulevard Roudani ---- change maarif Casablanca,380 Bd Brahim Roudani,20340,05 22 99 14 02,09:00–19:30,09:00–19:30,09:00–19:30,09:00–19:30,09:00–19:30,09:00–19:30,Fermé,https://g.co/kgs/vQgv5w2,sarfbaida.com,33.5813471,-7.7160661,https://lh3.googleusercontent.com/p/AF1QipMT1XDyjdIpSAfYe1Wt6-3vSNH4KVaG_5AjV2UI=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipPnw4bvjVrgZCQ7vOQ0Y4DhgYxVG7-x_SouwVZm=s2912-w2912-h1640-rw,
Casablanca,sbata change,NR 96 Boulevard Dakhla CD JAMILA5,,06 61 48 37 96,08:30–20:30,08:30–20:30,08:30–20:30,08:30–20:30,08:30–19:00,08:30–20:30,09:00–17:00,https://g.co/kgs/35Jwe1n,,33.5432426,-7.6598768,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrAODGodjf5sSGPVTivTvV3ofxTUotwhC0vdLlDU6PYgXOWT2PMXhcTbVZspVIbBIK27YmCBL7apr71Anfzvl4UqZ1xnG7EHDiL8MMS6ZID7suInDIpY9_wtwLqqsOX3RRt7FC3=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npPzZ1NdlmXF4rHmZ8y6zwKnwZfzSqokUNrH_aVQ-6r2qMP5d_ebYNEwwxS5fnxEkohHxvtoEeDUl2g5xRbOQa4Dwzw_-To5DvpN1vlg_2Q9BRoGdwprcrddlevgsDh73DUJjBLiw=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npWaMdDSNYYzaienpBX70cYWjACOKYklRm9fc_nMEnUfBIkMhel_KsxaRtJxC3PdJ5jI0Q2Q3fqxD2bCMX3fa-kXUon6WeGDG_dvEivCttNhxqKVtHeAXHQpxyLZrON8QWOydzI=s2912-w2912-h1640-rw
Casablanca,Casa Change,9 Av. des FAR,20250,05 22 26 02 84,09:15–21:00,09:15–21:00,09:15–21:00,09:15–21:00,09:15–21:00,09:15–21:00,Fermé,https://g.co/kgs/LsJuca3,,33.5966845,-7.7008349,,,
Casablanca,CHANGE GOULMIMA Exchange 7j/7,550 Rue de Goulmima,20040,05 22 22 83 66,08:30–21:00,08:30–21:00,08:30–21:00,08:30–21:00,08:30–21:00,08:30–21:00,08:30–21:00,https://g.co/kgs/BYR2BKw,www.facebook.com,33.6004092,-7.7200384,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nraLskZqeySiAgYq7ARz6FXYjs93vXY0h-qZw2lRPZKKRvQB0tNtujh6y2vuKBnAxHJyHYJ-GSaxiZoYb47ITAqq-cc9tUZ15-xw5wG2f_e0IIvE_6dn6WSCkDdc7qwVV1m1ENCFQ=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipP7S22MuxGXvK5_ZAEkILr3C58muhbzmJEFmQ-t=s2912-w2912-h1640-rw,
Casablanca,Dades Money Change,"H9XM+3QQ, Bd Félix Houphouët-Boigny",20250,,"09:30–13:30
15:00–19:30","09:30–13:30
15:00–19:30","09:30–13:30
15:00–19:30","09:30–13:30
15:00–19:30","09:30–13:30
15:00–19:30","09:30–13:30
15:00–19:30",Fermé,https://maps.app.goo.gl/5VyooWT1umccFdMz5,,33.5977232,-7.615523,https://maps.app.goo.gl/PXZb13c3ZaMtJFP97,https://maps.app.goo.gl/C7nwkPcJxDfj1te89,
Casablanca,CHANGE HAY CHRIFA,"H, LOTISSEMENT OUMARIA RES ASAKAN AL ANIQ",22000,,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:30–19:00,Fermé,https://g.co/kgs/e5DpdRA,,33.5339174,-7.6941606,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqBZ6hCOhgSI_vnBGfgwCZ4JcFP0YFVoBTgL2fz_RF8EdP1xJ0LA7vkDDFjlW8qaK16ilGF4Tf75v1bWykq_K-pVgj653CQdo1grTetlDtoQWDxq4929SDRQdi30T_0T65Btal0=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqjJQykuN-r2FP4D66nAOHKxGAZGdZ1BgRGdmrQFQHwO7uveqBqfZin4AKtID75897h2p9xwUOsZZ28RT1pWhuVz3c4AYFIxPbz5cQp5PJX7sqIbz2Az63JvgCHf9Rz2kseAkc=s2912-w2912-h1640-rw,
Casablanca,Casanearshore change,N° 442 Bd Abdelmalek Essaâdi,,06 17 16 70 05,08:30–20:00,08:30–20:00,08:30–20:00,08:30–20:00,08:30–20:00,08:30–20:00,Fermé,https://g.co/kgs/U2M3Pnx,,33.5231635,-7.7271576,https://lh3.googleusercontent.com/p/AF1QipNxpaRt0izNQA5EWWq0-UlidBSXJtDRODbSK-Vi=s2912-w2912-h1640-rw,https://lh3.googleusercontent.com/p/AF1QipPkymvO9UkKVqY-n6291dmHNY0HafvEuqnHEUGB=s2912-w2912-h1640-rw,
